ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
111017	2	0	900000		0			合成产物	1			2000	1			2	15	135105	300							3	1							
111018	2	0	900000		0			合成产物	1			2000	1			2	15	135106	300							3	1							
111019	2	0	900000		0			合成产物	1			2000	1			2	15	135107	300							3	1							
111020	2	0	430051		0			合成产物	5			2000																						
111021	2	0	430051		0			合成产物	5			2000																						
111022	2	0	430051		0			合成产物	5			2000																						
111023	2	0	340		0			合成产物	32			2000														2								
111024	2	0	340		0			合成产物	32			2000														2								
111025	2	0	340		0			合成产物	32			2000														2								
111026	2	0	340		0			合成产物	32			2000														2								
111027	2	0	340		0			合成产物	32			2000														2								
111028	2	0	340		0			合成产物	32			2000														2								
112001	2	1	10100	70600052				怪物材料	14			9999														2				1				
112002	2	1	10101	70600051				怪物材料	14			9999														1				1				
112003	2	1	10101	70600052				怪物材料	14			9999														2				1				
112004	2	1	10101	70600053				怪物材料	14			9999														3								
112005	2	1	10102	70600051				怪物材料	14			9999														1				1				
112006	2	1	10102	70600052				怪物材料	14			9999														2				1				
112007	2	1	10102	70600053				怪物材料	14			9999														3								
112008	2	1	10103	70600051				怪物材料	14			9999														1				1				
112009	2	1	10103	70600052				怪物材料	14			9999														2				1				
112010	2	1	10103	70600053				怪物材料	14			9999														3								
112011	2	1	10104	70600051				怪物材料	14			9999														1				1				
112012	2	1	10104	70600052				怪物材料	14			9999														2				1				
112013	2	1	10104	70600053				怪物材料	14			9999														3								
112014	2	1	10105	70600052				怪物材料	14			9999														2				1				
112015	2	1	10105	70600053				怪物材料	14			9999														3								
112016	2	1	10105	70600054				怪物材料	14			9999														4								
112017	2	1	10120	70600052				怪物材料	14			9999														2				1				
112018	2	1	10120	70600053				怪物材料	14			9999														3								
112019	2	1	10120	70600054				怪物材料	14			9999														4								
112020	2	1	10107	70600052				怪物材料	14			9999														2				1				
112021	2	1	10107	70600053				怪物材料	14			9999														3								
112022	2	1	10107	70600054				怪物材料	14			9999														4								
112023	2	1	10108	70600052				怪物材料	14			9999														2				1				
112024	2	1	10108	70600053				怪物材料	14			9999														3								
112025	2	1	10108	70600054				怪物材料	14			9999														4								
112026	2	1	10109	70600052				怪物材料	14			9999														2				1				
112027	2	1	10109	70600053				怪物材料	14			9999														3								
112028	2	1	10109	70600054				怪物材料	14			9999														4								
112029	2	1	10110	70600052				怪物材料	14			9999														2				1				
112030	2	1	10110	70600053				怪物材料	14			9999														3								
112031	2	1	10110	70600054				怪物材料	14			9999														4								
112032	2	1	10111	70600051				怪物材料	14			9999														1				1				
112033	2	1	10111	70600052				怪物材料	14			9999														2				1				
112034	2	1	10111	70600053				怪物材料	14			9999														3								
112035	2	1	10112	70600051				怪物材料	14			9999														1				1				
112036	2	1	10112	70600052				怪物材料	14			9999														2				1				
112037	2	1	10112	70600053				怪物材料	14			9999														3								
112038	2	1	10113	70600051				怪物材料	14			9999														1				1				
112039	2	1	10113	70600052				怪物材料	14			9999														2				1				
112040	2	1	10113	70600053				怪物材料	14			9999														3								
112041	2	1	10114	70600052				怪物材料	14			9999														2				1				
112042	2	1	10114	70600053				怪物材料	14			9999														3								
112043	2	1	10114	70600054				怪物材料	14			9999														4								
112044	2	1	10115	70600051				怪物材料	14			9999														1				1				
112045	2	1	10115	70600052				怪物材料	14			9999														2				1				
112046	2	1	10115	70600053				怪物材料	14			9999														3								
112047	2	1	10116	70600052				怪物材料	14			9999														2				1				
112048	2	1	10116	70600053				怪物材料	14			9999														3								
112049	2	1	10116	70600054				怪物材料	14			9999														4								
112050	2	1	10117	70600052				怪物材料	14			9999														2				1				
112051	2	1	10117	70600053				怪物材料	14			9999														3								
112052	2	1	10117	70600054				怪物材料	14			9999														4								
112053	2	1	10118	70600051				怪物材料	14			9999														1				1				
112054	2	1	10118	70600052				怪物材料	14			9999														2				1				
112055	2	1	10118	70600053				怪物材料	14			9999														3								
112056	2	1	10119	70600052				怪物材料	14			9999														2				1				
112057	2	1	10119	70600053				怪物材料	14			9999														3								
112058	2	1	10119	70600054				怪物材料	14			9999														4								
112059	2	1	10121	70600051				怪物材料	14			9999														1				1				
112060	2	1	10121	70600052				怪物材料	14			9999														2				1				
112061	2	1	10121	70600053				怪物材料	14			9999														3								
112062	2	1	10122	70600052				怪物材料	14			9999														2				1				
112063	2	1	10122	70600053				怪物材料	14			9999														3								
112064	2	1	10122	70600054				怪物材料	14			9999														4								
112065	2	1	10123	70600051				怪物材料	14			9999														1				1				
112066	2	1	10123	70600052				怪物材料	14			9999														2				1				
112067	2	1	10123	70600053				怪物材料	14			9999														3								
112068	2	1	10124	70600052				怪物材料	14			9999														2				1				
112069	2	1	10124	70600053				怪物材料	14			9999														3								
112070	2	1	10124	70600054				怪物材料	14			9999														4								
112071	2	1	10125	70600052				怪物材料	14			9999														2				1				
112072	2	1	10125	70600053				怪物材料	14			9999														3								
112073	2	1	10125	70600054				怪物材料	14			9999														4								
113001	2	1	11101	70600054				怪物材料	14			2000														4								
113002	2	1	11101	70600054				怪物材料	14			2000														4								
113003	2	1	11101	70600055				怪物材料	14			2000														5								
113004	2	1	11101	70600055				怪物材料	14			2000														5								
113005	2	1	11101	70600055				怪物材料	14			2000														5								
113006	2	1	11101	70600055				怪物材料	14			2000														5								
113007	2	1	11101	70600055				怪物材料	14			2000														5								
113008	2	1	11101	70600055				怪物材料	14			2000														5								
113009	2	1	11101	70600054				怪物材料	14			2000														4								
113010	2	1	11101	70600054				怪物材料	14			2000														4								
113011	2	1	11101	70600054				怪物材料	14			2000														4								
113012	2	1	11101	70600054				怪物材料	14			2000														4								
113013	2	1	11101	70600055				怪物材料	14			2000														5								
113014	2	1	11101	70600055				怪物材料	14			2000														5								
113015	2	1	11101	70600055				怪物材料	14			2000														5								
113016	2	1	11101	70600054				怪物材料	14			2000														4								
113017	2	1	11101	70600055				怪物材料	14			2000														5								
113018	2	1	11101	70600055				怪物材料	14			2000														5								
113019	2	1	11101	70600055				怪物材料	14			2000														5								
113020	2	1	11101	70600054				怪物材料	14			2000														4								
113021	2	1	410011	70600054				怪物材料	5			2000														4								
113022	2	1	11101	70600054				怪物材料	14			2000														4								
113023	2	1	11101	70600054				怪物材料	14			2000														4								
113024	2	1	11101	70600054				怪物材料	14			2000														4								
113025	2	1	11101	70600055				怪物材料	14			2000														5								
113026	2	1	11101	70600055				怪物材料	14			2000														5								
113027	2	1	11101	70600055				怪物材料	14			2000														5								
113028	2	1	11101	70600054				怪物材料	14			2000														4								
113029	2	1	11101	70600054				怪物材料	14			2000														4								
113030	2	1	11101	70600054				怪物材料	14			2000														4								
113031	2	1	11101	70600054				怪物材料	14			2000														4								
113032	2	1	11101	70600055				怪物材料	14			2000														5								
113033	2	1	11101	70600055				怪物材料	14			2000														5								
113034	2	1	11101	70600055				怪物材料	14			2000														5								
113035	2	1	11101	70600054				怪物材料	14			2000														4								
113036	2	1	11101	70600054				怪物材料	14			2000														4								
113037	2	1	11101	70600054				怪物材料	14			2000														4								
113038	2	1	11101	70600054				怪物材料	14			2000														4								
113039	2	1	11101	70600054				怪物材料	14			2000														4								
113040	2	1	11101	70600054				怪物材料	14			2000														4								
113041	2	1	11101	70600055				怪物材料	14			2000														5								
113042	2	1	11101	70600055				怪物材料	14			2000														5								
113043	2	1	11101	70600055				怪物材料	14			2000														5								
114001	2	1	15101	70600052				武器突破材料	14			2000														2				1				
114002	2	1	15101	70600053				武器突破材料	14			2000														3				1				
114003	2	1	15101	70600054				武器突破材料	14			2000														4								
114004	2	1	15101	70600055				武器突破材料	14			2000														5								
114005	2	1	15102	70600052				武器突破材料	14			2000														2				1				
114006	2	1	15102	70600053				武器突破材料	14			2000														3				1				
114007	2	1	15102	70600054				武器突破材料	14			2000														4								
114008	2	1	15102	70600055				武器突破材料	14			2000														5								
114009	2	1	15103	70600052				武器突破材料	14			2000														2				1				
114010	2	1	15103	70600053				武器突破材料	14			2000														3				1				
114011	2	1	15103	70600054				武器突破材料	14			2000														4								
114012	2	1	15103	70600055				武器突破材料	14			2000														5								
114013	2	1	15104	70600052				武器突破材料	14			2000														2				1				
114014	2	1	15104	70600053				武器突破材料	14			2000														3				1				
114015	2	1	15104	70600054				武器突破材料	14			2000														4								
114016	2	1	15104	70600055				武器突破材料	14			2000														5								
114017	2	1	15105	70600052				武器突破材料	14			2000														2				1				
114018	2	1	15105	70600053				武器突破材料	14			2000														3				1				
114019	2	1	15105	70600054				武器突破材料	14			2000														4								
114020	2	1	15105	70600055				武器突破材料	14			2000														5								
114021	2	1	15106	70600052				武器突破材料	14			2000														2				1				
114022	2	1	15106	70600053				武器突破材料	14			2000														3				1				
114023	2	1	15106	70600054				武器突破材料	14			2000														4								
114024	2	1	15106	70600055				武器突破材料	14			2000														5								
114025	2	1	15107	70600052				武器突破材料	14			2000														2				1				
114026	2	1	15107	70600053				武器突破材料	14			2000														3				1				
114027	2	1	15107	70600054				武器突破材料	14			2000														4								
114028	2	1	15107	70600055				武器突破材料	14			2000														5								
114029	2	1	15108	70600052				武器突破材料	14			2000														2				1				
114030	2	1	15108	70600053				武器突破材料	14			2000														3				1				
114031	2	1	15108	70600054				武器突破材料	14			2000														4								
114032	2	1	15108	70600055				武器突破材料	14			2000														5								
114033	2	1	15109	70600052				武器突破材料	14			2000														2				1				
114034	2	1	15109	70600053				武器突破材料	14			2000														3				1				
114035	2	1	15109	70600054				武器突破材料	14			2000														4								
114036	2	1	15109	70600055				武器突破材料	14			2000														5								
114037	2	1	15110	70600052				武器突破材料	14			2000														2				1				
114038	2	1	15110	70600053				武器突破材料	14			2000														3				1				
114039	2	1	15110	70600054				武器突破材料	14			2000														4								
114040	2	1	15110	70600055				武器突破材料	14			2000														5								
114041	2	1	15111	70600052				武器突破材料	14			2000														2				1				
114042	2	1	15111	70600053				武器突破材料	14			2000														3				1				
114043	2	1	15111	70600054				武器突破材料	14			2000														4								
114044	2	1	15111	70600055				武器突破材料	14			2000														5								
114045	2	1	15112	70600052				武器突破材料	14			2000														2				1				
114046	2	1	15112	70600053				武器突破材料	14			2000														3				1				
114047	2	1	15112	70600054				武器突破材料	14			2000														4								
114048	2	1	15112	70600055				武器突破材料	14			2000														5								
115001	2							废弃道具	12			2000	99				20	7000600																
115002	2							废弃道具	12			2000	99	1			20	7000700																
115003	2							废弃道具	12			2000	99	1			20	7000800																
115004	2							废弃道具	12			2000	99	1			20	7000900																
115005	2							废弃道具	12			2000	99	1			20	7001000																
115006	2							废弃道具	12			2000	99	1			20	7001100																
115007	2							废弃道具	12			2000	99	1			20	7001200																
115008	2							废弃道具	12			2000	99	1			20	7001300																
115009	2							废弃道具	12			2000	99	1			20	7001400																
115010	2	1	100201					商城礼包	12			2000	99	1			20	23010000								3								
115011	2	1	100201					商城礼包	12			2000	99	1			20	23010001								4								
115012	2	1	100201					商城礼包	12			2000	99	1												4								
115013	2	1	200201					自选道具	22			2000	99				35	104112:1,104122:1,104132:1,104142:1,104152:1,104162:1,104172:1								3								
115014	2	1	200201					自选道具	22			2000	99													4								
115015	2	1	200201					自选道具	22			2000	99													5								
115016	2	1	200202					自选道具	22			2000	99													2								
115017	2	1	200202					自选道具	22			2000	99				35	104302:1,104305:1,104308:1,104311:1,104314:1,104317:1,104321:1,104324:1,104327:1,104330:1,104333:1,104336:1								3								
115018	2	1	200202					自选道具	22			2000	99													4								
115019	2	1	100201					商城礼包	12			2000	99	1			20	23010100								3								
115020	2	1	100201					商城礼包	12			2000	99	1			20	23010101								3								
115021	2	1	100201					商城礼包	12			2000	99	1			20	23010102								4								
115022	2	1	100201					商城礼包	12			2000	99	1			20	23010103								4								
115023	2	1	100201					商城礼包	12			2000	99	1			20	23010104								3								
115024	2	1	200203					自选道具	22			2000	99				35	114001:1,114005:1,114009:1,114013:1,114017:1,114021:1,114025:1,114029:1,114033:1,114037:1,114041:1,114045:1								2								
115025	2	1	200203					自选道具	22			2000	99				35	114002:1,114006:1,114010:1,114014:1,114018:1,114022:1,114026:1,114030:1,114034:1,114038:1,114042:1,114046:1								3								
115026	2	1	200203					自选道具	22			2000	99				35	114003:1,114007:1,114011:1,114015:1,114019:1,114023:1,114027:1,114031:1,114035:1								4								
115027	2	1	200204					自选道具	22			2000	99				35	114004:1,114008:1,114012:1,114016:1,114020:1,114024:1,114028:1,114032:1,114036:1								5								
115028	2	1	100301					食谱	12			2000	99	1			20	23020000								3								
115029	2	1	100201					商城礼包	12			2000	99	1			20	23010105								4								
115030	2	1	100201					商城礼包	12			2000	99	1			20	23010106								3								
115031	2	1	200101					自选道具	22			2000	99				35	101101:1,101102:1,101103:1,101104:1,101105:1								4								
115032	2	1	100201					商城礼包	12			2000	99	1			20	23010107								2								
115034	2	1	100201					商城礼包	12			2000	99	1			20	23010109								3								
115035	2	1	210101					活动礼包	22			9999	99				35	373701:1,373702:1,373703:1								3								
115037	2	1	110101					活动礼包	12			2000	99	1			20	23020001								4								
115038	2	1	110101					活动礼包	12			2000	99	1			20	23020002								4								
115039	2	1	110101					活动礼包	12			2000	99	1			20	23020003								4								
115040	2	1	200101					自选道具	22			2000	99				35	101111:1,101112:1,101113:1,101114:1,101115:1								4								
116001	2		430061					战令经验	5			2000	99													3								
116002	2	1	250101					战令礼包	17			2000	99				27	11409,12409,14405,15409,13405								4								
116003	2	1	250101					废弃道具	17			2000	99													3								
116004	2	1	250111					战令礼包	17			2000	99				26	750000,750001,750002								3								
116005	2	1	250111					战令礼包	17			2000	99				26	750003,750004,750005								4								
116006	2	1	250112					战令礼包	17			2000	99				26	750010,750011,750012								3								
116007	2	1	250112					战令礼包	17			2000	99				26	750013,750014,750015								4								
116008	2	1	250101					废弃道具	17			2000	99													3								
116009	2	1	250101					废弃道具	17			2000	99													3								
116010	2	1	250113					战令礼包	17			2000	99				26	750016,750017,750018								3								
116011	2	1	250113					战令礼包	17			2000	99				26	750019,750020,750021								4								
